epoch,loss
0,0.26732221990823746
1,0.2372562438249588
2,0.24068060889840126
3,0.23377066478133202
4,0.28561362624168396
5,0.27828221023082733
6,0.3133357800543308
7,0.307723019272089
8,0.2812397629022598
9,0.2534754052758217
10,0.25555671378970146
11,0.28825370594859123
12,0.2895501032471657
13,0.3570799082517624
14,0.26924795284867287
15,0.2998575232923031
16,0.2309594377875328
17,0.26554084941744804
18,0.3126760646700859
19,0.2417324036359787
20,0.2703562118113041
21,0.27326788380742073
22,0.30664345622062683
23,0.23974618315696716
24,0.2568218633532524
25,0.2244531214237213
26,0.3261805810034275
27,0.28172774985432625
28,0.30615172535181046
29,0.26611894369125366
30,0.2835334353148937
31,0.30285023152828217
32,0.24832653254270554
33,0.2542235963046551
34,0.3104352802038193
35,0.24239849299192429
36,0.26784946024417877
37,0.30365391820669174
38,0.2496611885726452
39,0.29117685556411743
40,0.24352125450968742
41,0.24415777623653412
42,0.34980542957782745
43,0.26271533966064453
44,0.3248516842722893
45,0.3091263547539711
46,0.24248367175459862
47,0.2767372615635395
48,0.2319592721760273
49,0.28378668427467346
50,0.33362919837236404
51,0.24304116144776344
52,0.28001344203948975
53,0.23129607737064362
54,0.25179972872138023
55,0.2831505611538887
56,0.2576588913798332
57,0.30448878183960915
58,0.25674670562148094
59,0.24010952934622765
60,0.23758822306990623
61,0.2972949482500553
62,0.3191988989710808
63,0.28537755087018013
64,0.2852233722805977
65,0.2995329052209854
66,0.32596513628959656
67,0.2537490576505661
68,0.24414660409092903
69,0.2635032907128334
70,0.2858835868537426
71,0.3037058711051941
72,0.3323079012334347
73,0.29262304306030273
74,0.3051959425210953
75,0.30600325763225555
76,0.26870492473244667
77,0.2816549390554428
78,0.2810938060283661
79,0.2822524309158325
80,0.23029648512601852
81,0.31526099517941475
82,0.256386399269104
83,0.23072397708892822
84,0.26799075305461884
85,0.2900378927588463
86,0.23206398636102676
87,0.2795427516102791
88,0.2919272780418396
89,0.2907016910612583
90,0.23576213791966438
91,0.2731083557009697
92,0.3060194402933121
93,0.25106075406074524
94,0.34802520275115967
95,0.28962934017181396
96,0.23325683176517487
97,0.23349836841225624
98,0.25797976180911064
99,0.2372034154832363
100,0.28038040921092033
101,0.22907329350709915
102,0.2769404724240303
103,0.2877710610628128
104,0.25150667130947113
105,0.3356882557272911
106,0.31058866903185844
107,0.27676985412836075
108,0.2831260934472084
109,0.35444115474820137
110,0.2435334213078022
111,0.2813349552452564
112,0.24102039262652397
113,0.36142826080322266
114,0.2821180410683155
115,0.3380398154258728
116,0.2352883219718933
117,0.2312140390276909
118,0.29022563993930817
119,0.32147906720638275
120,0.2239707000553608
121,0.3250798434019089
122,0.25487497076392174
123,0.2690681740641594
124,0.23708221688866615
125,0.31452348083257675
126,0.32920730859041214
127,0.2751252241432667
128,0.2946306839585304
129,0.23766635358333588
130,0.2620699666440487
131,0.28214139118790627
132,0.3489188477396965
133,0.28178610652685165
134,0.32748284563422203
135,0.23140013217926025
136,0.25815869495272636
137,0.3036567121744156
138,0.2455422803759575
139,0.263751108199358
140,0.2449706420302391
141,0.23412534594535828
142,0.3217751272022724
143,0.2689563110470772
144,0.31206366792321205
145,0.23055847361683846
146,0.37739594280719757
147,0.243158508092165
148,0.25848786532878876
149,0.2889636605978012
150,0.2871128097176552
151,0.22900626808404922
152,0.2899579480290413
153,0.24351054802536964
154,0.24918358400464058
155,0.23483524844050407
156,0.23329608142375946
157,0.3452008105814457
158,0.2841876968741417
159,0.26086416095495224
160,0.27362313121557236
161,0.2303037941455841
162,0.315418116748333
163,0.2653643451631069
164,0.28345898911356926
165,0.25873351842164993
166,0.28305985778570175
167,0.28197599947452545
168,0.22793220728635788
169,0.3856523931026459
170,0.2774844542145729
171,0.2838576175272465
172,0.24542976543307304
173,0.22835134342312813
174,0.365939911454916
175,0.23725463077425957
176,0.24158065766096115
177,0.2787589654326439
178,0.2700115144252777
179,0.28659410029649734
180,0.2863713502883911
181,0.274531502276659
182,0.25039035454392433
183,0.2881239056587219
184,0.27598869428038597
185,0.2399086430668831
186,0.2677609808743
187,0.21945344656705856
188,0.269710686057806
189,0.2638465240597725
190,0.24940180405974388
191,0.28860408812761307
192,0.2720903158187866
193,0.3092581182718277
194,0.2419322431087494
195,0.2508242204785347
196,0.24798904359340668
197,0.2712036669254303
198,0.26115039736032486
199,0.273724514991045
